"Taxon.ID","Genome.ID","Genome.Name","Antibiotic","Resistant.Phenotype","Measurement","Measurement.Sign","Measurement.Value","Measurement.Unit","Laboratory.Typing.Method","Laboratory.Typing.Method.Version","Laboratory.Typing.Platform","Vendor","Testing.Standard","Testing.Standard.Year","Computational.Method","Computational.Method.Version","Computational.Method.Performance","Evidence","Source","PubMed","Organism.Name","NCBI.Taxon.ID","Genome.Status","Strain","Serovar","Biovar","Pathovar","MLST","Other.Typing","Culture.Collection","Type.Strain","Completion.Date","Publication","BioProject.Accession","BioSample.Accession","Assembly.Accession","SRA.Accession","GenBank.Accessions","RefSeq.Accessions","Sequencing.Centers","Sequencing.Status","Sequencing.Platform","Sequencing.Depth","Assembly.Method","Chromosomes","Plasmids","Contigs","Genome.Length","GC.Content","PATRIC.CDS","RefSeq.CDS","Isolation.Site","Isolation.Source","Isolation.Comments","Collection.Date","Isolation.Country","Geographic.Location","Latitude","Longitude","Altitude","Depth","Other.Environmental","Host.Name","Host.Gender","Host.Age","Host.Health","Body.Sample.Site","Body.Sample.Subsite","Other.Clinical","AntiMicrobial.Resistance","AntiMicrobial.Resistance.Evidence","Gram.Stain","Cell.Shape","Motility","Sporulation","Temperature.Range","Optimal.Temperature","Salinity","Oxygen.Requirement","Habitat","Disease","Comments","Additional.Metadata","Coarse.Consistency","Fine.Consistency","Checkm.Completeness","Checkm.Contamination","Genome.Quality.Flags","Genome.Quality","Date.Inserted","Date.Modified"
573,573.12906,"Klebsiella pneumoniae 98","gentamicin","Susceptible","1",NA,1,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28776045;28512093",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.20",NA,NA,NA,NA,"28776045, 28512093","PRJNA396774","SAMN07525438",NA,NA,NA,NA,"Houston Methodist Hospital System",NA,"Illumina NextSeq 500",NA,NA,NA,NA,341,5547015,57.01,5587,NA,NA,NA,NA,NA,"USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.3,97.7,100,0.7,NA,"Good","2017-08-08T14:23:44.630Z","2017-08-08T14:23:44.630Z"
573,573.14192,"Klebsiella pneumoniae KPN485ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437468",NA,"SRR5385515",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,111,5536341,57.2,5498,NA,NA,"URINE",NA,"21-Oct-2012","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,97.7,100,NA,NA,"Good","2017-08-09T05:04:09.812Z","2017-08-09T05:04:09.812Z"
573,573.24353,"Klebsiella pneumoniae strain MUGSI_141","gentamicin","Susceptible","0.25","<",0.25,"mg/L","MIC",NA,NA,NA,"CLSI",NA,NA,NA,NA,"Laboratory Method",NA,NA,NA,573,"WGS","MUGSI_141",NA,NA,NA,"MLST.Klebsiella_pneumoniae.834",NA,NA,NA,NA,NA,"PRJNA288601","SAMN05170340",NA,"SRR4065679",NA,NA,NA,NA,NA,NA,NA,NA,NA,161,5765923,56.805878,5813,NA,NA,"Urine",NA,"08-Dec-2014","United States","United States",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"collected_by:CDC",NA,NA,NA,NA,NA,"Good","2019-03-24T03:54:02.496Z","2019-03-24T03:54:02.496Z"
573,573.13441,"Klebsiella pneumoniae KPN1507ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438482",NA,"SRR5386666",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,118,5391960,57.35,5331,NA,NA,"URINE",NA,"2-Jun-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,97.9,100,0.3,NA,"Good","2017-08-08T22:00:56.831Z","2017-08-08T22:00:56.831Z"
573,573.14242,"Klebsiella pneumoniae KPN567ec","gentamicin","Intermediate","8",NA,8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","genotype:ST258; Capsule locus KL106",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437524",NA,"SRR5385459",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,123,5521939,57.27,5550,NA,NA,"URINE",NA,"21-Dec-2012","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,98.1,100,NA,NA,"Good","2017-08-09T05:29:07.778Z","2017-08-09T05:29:07.778Z"
573,573.24448,"Klebsiella pneumoniae strain MUGSI_89","gentamicin","Resistant","16",">=",16,"mg/L","MIC",NA,NA,NA,"CLSI",NA,NA,NA,NA,"Laboratory Method",NA,NA,NA,573,"WGS","MUGSI_89",NA,NA,NA,"MLST.Klebsiella_pneumoniae.258",NA,NA,NA,NA,NA,"PRJNA288601","SAMN05170230",NA,"SRR4017906",NA,NA,NA,NA,NA,NA,NA,NA,NA,157,5562751,57.28265,5579,NA,NA,"Urine",NA,"06-May-2014","United States","United States",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"collected_by:CDC",NA,NA,NA,NA,NA,"Good","2019-03-24T04:36:05.507Z","2019-03-24T04:36:05.507Z"
573,573.14243,"Klebsiella pneumoniae KPN568ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","genotype:ST258; Capsule locus KL106",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437525",NA,"SRR5385458",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,141,5468426,57.15,5520,NA,NA,"URINE",NA,"23-Dec-2012","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.3,97.9,99.7,NA,NA,"Good","2017-08-09T05:29:37.909Z","2017-08-09T05:29:37.909Z"
573,573.13508,"Klebsiella pneumoniae KPN1583ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.45","genotype:ST45; Capsule locus KL24",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438549",NA,"SRR5386144",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,65,5527108,57.32,5416,NA,NA,"RESPIRATORY",NA,"30-Jul-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.7,100,NA,NA,"Good","2017-08-08T22:40:27.441Z","2017-08-08T22:40:27.441Z"
573,573.24339,"Klebsiella pneumoniae strain MUGSI_121","gentamicin","Resistant","16",">",16,"mg/L","MIC",NA,NA,NA,"CLSI",NA,NA,NA,NA,"Laboratory Method",NA,NA,NA,573,"WGS","MUGSI_121",NA,NA,NA,"MLST.Klebsiella_pneumoniae.11",NA,NA,NA,NA,NA,"PRJNA288601","SAMN05170188",NA,"SRR4017843",NA,NA,NA,NA,NA,NA,NA,NA,NA,177,5530102,57.258907,5573,NA,NA,"Urine",NA,"05-Feb-2014","United States","United States",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"collected_by:CDC",99.6,97.7,NA,NA,NA,"Good","2019-03-24T03:49:10.967Z","2019-03-24T03:49:10.967Z"
573,573.13388,"Klebsiella pneumoniae KPN1447ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438426",NA,"SRR5386722",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,166,5716004,56.78,5735,NA,NA,"SITE",NA,"14-May-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.2,97,100,0.7,NA,"Good","2017-08-08T21:33:38.121Z","2017-08-08T21:33:38.121Z"
573,573.13709,"Klebsiella pneumoniae KPN1847ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438750",NA,"SRR5387419",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,84,5360380,57.38,5288,NA,NA,"RESPIRATORY",NA,"30-Nov-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,98.2,100,NA,NA,"Good","2017-08-09T00:28:14.324Z","2017-08-09T00:28:14.324Z"
573,573.24307,"Klebsiella pneumoniae strain 460","gentamicin","Susceptible","1","<=",1,"mg/L","MIC",NA,"Vitek","BiomŽrieux","CLSI",NA,NA,NA,NA,"Laboratory Method",NA,NA,NA,573,"WGS","460",NA,NA,NA,"MLST.Klebsiella_pneumoniae.30",NA,NA,NA,NA,NA,"PRJNA278886","SAMN07410711",NA,"SRR5862477",NA,NA,NA,NA,NA,NA,NA,NA,NA,161,5909080,56.79128,6035,NA,NA,"sputum",NA,"2017","United States","USA:Boston",NA,NA,NA,NA,NA,"Human, Homo sapiens","male","75",NA,NA,NA,"host_subject_id:Kpneumoniae-63","Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"collected_by:Brigham and Women's Hospital",99.3,96.8,NA,NA,NA,"Good","2019-03-24T03:33:17.496Z","2019-03-24T03:33:17.496Z"
72407,72407.205,"Klebsiella pneumoniae subsp. pneumoniae 1806","gentamicin",NA,">8",">",8,"mg/L","MIC",NA,NA,NA,"CLSI",2013,NA,NA,NA,"Laboratory Method",NA,"24639510",NA,72407,"WGS","1806",NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","mlst:258",NA,NA,NA,"24639510","PRJNA237670","SAMN02631056",NA,"SRR1167003",NA,NA,NA,NA,NA,NA,NA,NA,NA,131,5585317,57.13,5602,NA,NA,"Blood",NA,"2010","United States","Pennsylvania",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sra run accession:SRR1167003",99.5,98,100,NA,NA,"Good","2016-06-06T22:04:33.960Z","2016-06-06T22:04:33.960Z"
573,573.14405,"Klebsiella pneumoniae KPN801ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.15","genotype:STNF*; Capsule locus KL24",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437709",NA,"SRR5386521",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,151,5702910,56.87,5670,NA,NA,"RESPIRATORY",NA,"31-May-2013","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.5,100,0.3,NA,"Good","2017-08-09T07:19:02.577Z","2017-08-09T07:19:02.577Z"
573,573.13289,"Klebsiella pneumoniae KPN1329ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438316",NA,"SRR5386846",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,136,5415460,57.32,5350,NA,NA,"RESPIRATORY",NA,"23-Mar-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,97.4,100,0.7,NA,"Good","2017-08-08T18:14:30.099Z","2017-08-08T18:14:30.099Z"
573,573.14163,"Klebsiella pneumoniae KPN447ec","gentamicin","Intermediate","8",NA,8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437437",NA,"SRR5386167",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,83,5455046,57.27,5410,NA,NA,"URINE",NA,"30-Sep-2012","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,97.7,100,NA,NA,"Good","2017-08-09T04:46:29.097Z","2017-08-09T04:46:29.097Z"
573,573.13192,"Klebsiella pneumoniae KPN1200ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438060",NA,"SRR5385645",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,129,5606696,57.08,5645,NA,NA,"BLOOD",NA,"20-Jan-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.1,97.1,100,NA,NA,"Good","2017-08-08T17:23:21.662Z","2017-08-08T17:23:21.662Z"
573,573.13037,"Klebsiella pneumoniae KPN1010ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.14","genotype:ST14; Capsule locus KL2",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437890",NA,"SRR5385815",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,146,5794588,56.8,5744,NA,NA,"URINE",NA,"9-Oct-2013","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,97.4,100,0.7,NA,"Good","2017-08-08T15:57:59.321Z","2017-08-08T15:57:59.321Z"
1328375,1328375.3,"Klebsiella pneumoniae MGH 43","gentamicin",NA,">=16",">=",16,"mg/L","MIC","AST-GN60","Vitek 2","bioMérieux",NA,NA,NA,NA,NA,"Laboratory Method",NA,"28096418","Klebsiella pneumoniae MGH 43",1328375,"WGS","MGH 43",NA,NA,NA,"MLST.Klebsiella_pneumoniae.307",NA,NA,NA,"2014-02-06T00:00:00Z",NA,"PRJNA201958","SAMN02138583","GCA_000567685.1","SRR851034,SRR851035,SRR851036,SRR851037","JCNT00000000","-","Broad Institute","WGS","Illumina","134.0x","allpaths v. R47768",NA,NA,17,5432371,57.3,5158,5004,NA,"Urine",NA,"10/1/12","United States","Boston, MA, USA",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,"Adult",NA,NA,NA,"hospital location:non-ICU","Resistant;Susceptible;Intermediate","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carbapenem Resistance;Whole Genome Sequence Analysis of Carbapenem-resistant Enterobacteriaceae","vitek instrument:Vitek 2;vitek software version:5.04;vitek bionumber:6607534673564010;vitek card #:AST-GN60",99.3,97.6,100,NA,NA,"Good","2014-12-08T22:11:49.855Z","2015-03-16T03:17:09.594Z"
573,573.13136,"Klebsiella pneumoniae KPN1135ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:STNF*; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437998",NA,"SRR5385707",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,101,5493972,57.26,5449,NA,NA,"URINE",NA,"18-Dec-2013","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.6,100,NA,NA,"Good","2017-08-08T16:53:04.573Z","2017-08-08T16:53:04.573Z"
573,573.13034,"Klebsiella pneumoniae KPN1004ec","gentamicin","Susceptible","4",NA,4,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","genotype:STNF*; Capsule locus KL106",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437886",NA,"SRR5385819",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,151,5562854,57.16,5637,NA,NA,"URINE",NA,"15-Oct-2013","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,98,100,0.3,NA,"Good","2017-08-08T15:56:12.274Z","2017-08-08T15:56:12.274Z"
573,573.13739,"Klebsiella pneumoniae KPN1876ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.14","genotype:STNF*; Capsule locus KL2",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438779",NA,"SRR5387390",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,85,5418136,57.45,5303,NA,NA,"URINE",NA,"3-Dec-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.8,100,NA,NA,"Good","2017-08-09T00:44:44.982Z","2017-08-09T00:44:44.982Z"
573,573.13095,"Klebsiella pneumoniae KPN1087ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437956",NA,"SRR5385749",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,87,5477591,57.3,5428,NA,NA,"URINE",NA,"19-Nov-2013","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.9,100,NA,NA,"Good","2017-08-08T16:32:32.886Z","2017-08-08T16:32:32.886Z"
573,573.13238,"Klebsiella pneumoniae KPN125ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","genotype:ST258; Capsule locus KL106",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437148",NA,"SRR5386457",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,186,5399351,57.3,5423,NA,NA,"RESPIRATORY",NA,"13-Dec-2011","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.8,100,0.3,NA,"Good","2017-08-08T17:47:24.410Z","2017-08-08T17:47:24.410Z"
573,573.13176,"Klebsiella pneumoniae KPN1184ec","gentamicin","Susceptible","4",NA,4,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","genotype:ST258; Capsule locus KL106",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438044",NA,"SRR5385661",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,145,5521248,57.27,5554,NA,NA,"URINE",NA,"21-Jan-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,98.2,100,NA,NA,"Good","2017-08-08T17:14:44.770Z","2017-08-08T17:14:44.770Z"
573,573.24412,"Klebsiella pneumoniae strain MUGSI_43","gentamicin","Susceptible","2","<",2,"mg/L","MIC",NA,NA,NA,"CLSI",NA,NA,NA,NA,"Laboratory Method",NA,NA,NA,573,"WGS","MUGSI_43",NA,NA,NA,"MLST.Klebsiella_pneumoniae.258",NA,NA,NA,NA,NA,"PRJNA288601","SAMN05170112",NA,"SRR3987129",NA,NA,NA,NA,NA,NA,NA,NA,NA,106,5550325,57.21036,5552,NA,NA,"Urine",NA,"01-May-2013","United States","United States",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"collected_by:CDC",NA,NA,NA,NA,NA,"Good","2019-03-24T04:20:11.227Z","2019-03-24T04:20:11.227Z"
573,573.14098,"Klebsiella pneumoniae KPN375ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","genotype:ST258; Capsule locus KL107",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437368",NA,"SRR5386236",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,146,5789974,57.01,5810,NA,NA,"RESPIRATORY",NA,"25-Aug-2012","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,97.6,100,NA,NA,"Good","2017-08-09T04:14:03.819Z","2017-08-09T04:14:03.819Z"
573,573.13089,"Klebsiella pneumoniae KPN1077ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437947",NA,"SRR5385758",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,74,5220789,57.45,5125,NA,NA,"URINE",NA,"4-Nov-2013","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.8,97.3,NA,NA,"Good","2017-08-08T16:27:37.495Z","2017-08-08T16:27:37.495Z"
